ApplicantID,Industry,CompanyName,JobDescription,Position,Salary,YearsOfExperience
33158,media televisi,pt mnc group,driver sim menguasai jalanan jabodetabek dan luar jabodetabek luar daerah,driver,5000000,0
33166,ritail retail ekspedisi pendidikan retail,pt sumber alfaria trijaya tbk pt stars cv karya mandiri universitas nahdlatul ulama sumatera utara pt cipta niaga semesta mayora ,memastikan semua kerjasama promosi dengan supplier block selving sewa gondola dsb mengkoordinir pendisplayan barang dagangan rak penjualan ataupun gudang mengkoordinir dan memastikan sarana promosi terpasang memastikan segala administrasi toko berjalan dengan baik mengkoordinir penerimaan barang dagangan dari dc supplier bkl mengkoordinir pengeluaran retur barang dari toko ke dc supplierbkl menggantikan assistant chief of store lain atau chief of store apabila sedang off menjaga dan merawat sarana promosi mengkoordinir dan menjalankan kegiatan operasional toko mengkoordinir semua aktivitas toko didalam memberikan pelayanan kepada semua pelanggan yang diarahkan untuk kepuasan pelanggan dan meningkatkan jumlah mengkoordinir dan mengelola bawahan berkoordinasi berhubungan dengan area coordinator atau departemen lain sehubungan dengan adanya masalah program program tertentu yang berkaitan dengan toko melakukan evaluasi berkaitan dengan pelaksanaan tugas tugas operasional sehari hari berkoordinasi dengan lingkungan pejabat setempat mengkoordinir pendisplayan barang baik di rak jualan dan rak gudang berkoordinasi dan mengkoordinir penerimaan barang dagangan dari suplier berkoordinasi dengan supervisor dalam menjalankan kegiatan operasional toko kasir toko melakukan pembukuan harian membuat invoce barang melakukan proses administrasi dalam kegiatan operasional transportasi menyiapkan dokumentasi yang dibutuhkan dalam kegiatan pengiriman material baik ke sub truck maupun ke customer surat jalan packing list melakukan stock opname terhadap barang melakukan pembukuan barang masuk keluar harian bulanan berkoordinasi dengan worksop dalam pengambilan barang meninjau barang di lapangan worksop bertanggung jawab akan kas kecil membuat jurnal harian memposting buku besar membuat invoice kas masuk ikm invoice kas keluar ikk menghandle arus masuk keluar kas bertanggung jawab akan absensi personalia melakukan pengadaan atk dan inventaris universitas fakturis menyerahkan daftar terima faktur tagihan dtft kepada salesman mengarsip faktur faktur launching faktur reguler faktur principle membuat key performance indicator kpi collection salesman membuat dan menyiapkan faktur due over due dan sesuai rayon buat diserahkan kepada salesman hari esoknya menerima faktur faktur tunai faktur kredrit faktur batal dari salesman dan droping monitoring selisih bayar memonitoring dan membuat report aging piutang opname faktur harian mingguan dan bulanan monitoring persentase tagihan monitoring faktur over due gt hari account receivable ar melakukan pelunasan transaksi kredit dan tunai to dan droping dengan akurat dan tepat waktu melakukan proses end of daily eod melakukan pelunasan penjualan kanvas dan take order to melakukan pelunasan cn credit nota atas faktur yang kurang bayar melakukan analisa ar dan release top urgent over due dan over limit melakukan opname faktur monitoring selisih bayar opname faktur dengan branch operational manager dan fakturis supervisor tiap minggu dan bulanancashier kasir,assistant chief of store assistant chief of store administrasi staff keuangan fakturis,2460000,1
33174,tour  travel hospitality,pt destinasi tirta nusantara tbk,screening cv and phone interviews with candidates schedule and confirm interviews with candidates conduct and scoring psychological tests input and filling data of employees prepare hr related data as needed,human resources intern,1500000,0
33178,advertising,pt warna warni media,instalasi pc ledmonitoring serta update konten terbaru sesuai oprasionalperawatan komponen maupun perbaikan pc,it led staff,3900000,1
33179,hotel developer,harris hotel and conventions gubeng surabaya puncak kertajaya permai,marketing communications asisten media relations creating events daily content creator admin marketing membuat kontrak sewa menyewa showing unit perbantuan pengurusan akses ke pengelola hitungan water electricity pembayaran kasir menangani proses pendaftaran parking tenant relations,markom asisten staff admin,2564500,0
33183,chemicals logistics,pt indo asia tirta manunggal pt andiarta muzizat,hitung dan lapor ppn setiap bulan membuat aging list dan laporan persediaan untuk keperluan bank dan asuransi validasi dan posting buku besar kas kantor cabang surabaya jakarta bandung solo semarang stok opname setiap tahunnya filing dokumen pajak keluaran dan masukan bukti transaksi kantor cabang dll membuat daftar nominatif untuk keperluan spt tahunan membantu menyiapkan data restitusi dan data lainnya jurnal lain lain mengawasi proses push out barang petty cash jurnal petty cash rekap setor uang cod rekap absen freelancedll,staff accounting admin fleet,4100000,4
33189,trading saham event organiver  employe enggagement ,pt victory international futures pt debindomulti adhiswasti pt venteny matahari indonesia ,  ,marketing ass marketing manager marcom account executive business development officer,4933333,2
33191,jasa kontruksi,pt pp persero,membuat memo keluar dan memo masuk membuat surat keluar dan surat masuk memberikan informasi agenda rapat ke atasan serta mengingatkan jadwal atasan untuk rapat mengatur jadwal meeting untuk atasan mengatur pemesanan kosumsi rapat untuk team divisi membuat serta mengatur pengeluaran keuangan untuk team divisi memesan tiket serta hotel untuk team divjsi yg ingin dinas,secretary martenity leave,3000000,0
33192,property real estate property real estate property real estate,pt pikko land development tbk pt harmas jalesveva pt adhi persada properti,  selling and reporting,sales executive sales executive property consultant,3333333,1
33196,importing trading palm oil plantation  upstream property management pharmacy ecommerce leisure travel tourism,pt daya pioneer international kencana group coldwell banker pharos group pt digital niaga indonesia pt smailing tours  travel service,     ,accounting staff accounting supervisor accounting tax supervisor assistant manager procurement service finance accounting supervisor finance accounting assistant manager,8183333,4
33198,fashion manufacturing consulting automotive,mitra adiperkasa  pt composites indonesia  pt kap heliantono  rekan formerly known as kap dbsda nhf auto supplies indonesia  pt,greeting visitors promote products according to each section maintain all display area clean and tidy assist visitors stock opname screening visitors handling incoming and outgoing calls receive and distributing mails and packages for all departments doing correspondences filing operating fax scanner and copy machine tracking and purchase office equipments prepare meeting room taking mom handle petty cash handling incoming and outgoing callsreceive and distributing mailsdoing correspondences by letter and emailarranging meetingmaking travel arrangement and accomodationsfilingother ad hoc duties monitoring employee attendance supervise the using of stationary office equipments and warehouse tools filtering applications handling jamsostek for employees tracking and purchase stationary office equipments and warehouse tools search and filtering vendors based on company standards arranging travel and accomodations for all departments liaise between employees and company,sales assistant secretary secretary hr ga staff,2500000,4
33199,training consulting,ptpeoplesight group,menginput semua transaksi kedalam aplikasi accounting membayar pajak pph ppn dn pph serta melaporkan melalui aplikasi pajak melakukan rekonsilasi membuat laporan keuangan,finance accounting and tax,5800000,0
33200,packaging,pt hokkan deltapack industri,handle vat in and vat outbuat bukti potong pph dan pph,tax staff,0,1
33201,perbankan media,pt bank danamon indonesia tbk pt omni intivision,melayani kebutuhan nasabah walk in baik kebutuhan financial maupun non financial mencari nasabah baru dan menawakan program program bank danamon yang sedang berjalan memaintenance klien existing dan mencari new klien untuk mencari profit company,frontliner account executive,5500000,3
33204,accounting firm accounting firm accounting firm,kantor akuntan publik osman bing satrio  eny deloitte tgs au partners  tgs au partners,assisting senior audit associate in some audit engagements to obtain all necessary audit working papers and documentations of fact and finding performing the design and implementation testing for several accounting process the financial accounting business cycle the expenditure cycle the inventory cycle the fixed assets cycle the payroll and personnel business cycle the revenue cycle and the treasury cycle performing the test of client internal controls performing some the test of details substantive tests and analytical test performing cash and inventory checking assisting senior audit associate in making audit report making and ensuring audit program is well performed and met deadline by audit team in some audit engagements guiding and monitoring the performance of junior auditor through designed audit program and audit procedures guiding junior auditor to make comprehensive audit report presenting and explaining some audit findings and adjustments in meeting with client making gap analysis of indonesian generally accepted accounting standard psak and enhancing the firm profile with audit and accounting clients recurring and prospective by setting and maintaining high professional standards meeting and dealing with potential clients preparing and reviewing audit manual and performing team meeting for brief explanations if there is changes on audit manual only reviewing audit program for every audit engagements reviewing on going audit findings and final audit findings meeting with recurring client to initiate communication of audit findings reviewing contract and making decision to proceed existing client engagements both audit and accounting providing budget report for internal management purpose,junior audit associate senior associate audit manager,6083333,4
33212,food  beverage,foresthree coffee,melayani pelanggan dan membuatkan produk,barista,1500000,0
33214,perdagangan,mitsubishi,bertanggung jawab atas account receivable dan account payable yang masuk ke rekening kantor dengan merekonsiliasi bukti bukti seperti tanda terima faktur nomer transaksi dengan mutasi rekening dan diinput melalui applikasi bernama vision,staff finance,2800000,0
33228,perikanan dan hasil laut,pt bmi surabaya ,melakukan kegiatan administrasi secara umum,administrasi,3000000,0
33237,fasion retail fashion retail pemerintahan telecommunication,rla shop ollioid dinas umkm malang grapari telkomsel malang,core competencies selling and promoting product to the buyermake record daily sales selling and promoting product to the buyermake record daily and monthly salesmake report income statement and set bill routine monthlyset stock trade goods and help the collection of goods for the next election recruitment of new employees and arrange employee schedules and salaries they handle office schedules coordinate meetings and visits in helping to prepare for micro licensehelp the musrembang malang of meetingresponsible for comings and out of the letter in and issue letter from the offices core competencies selling new product and prommaintaining find and becomes sponsor an event as music concert until race an game onlineon the occasion ago became committee part of indonesia next and simulations sbmptn with gramediabeing spg and to provide information telkomsel products at kickfest malang,spg spg to admin to spv secretary intership ceo event,1375000,3
33239,perdagangan bunga perdagangan bunga jasa konstruksi,cv naim florist group cv naim florist group pt fajar mulia sentosa,melakukan pemasaran online menggunakan social media mengupdate konten website dan blog perusahaan meningkatkan seo website perusahaan mendesain sarana promosi perusahaan memproses order dari pelanggan mulai dari proses pemesanan hingga proses pembuatan invoice pembelian memproses komplain pelanggan mulai dari proses terima komplain hingga memberikan solusi untuk komplain membuat laporan pajak bulanan dan tahunan membuat rekap keuangan proyek selama kegiatan sedang berjalan memproses pengajuan perizinan memproses kontrak proyek dengan pihak terkait memproses pemasukan penawaran proyek ketika kegiatan tender online sedang berlangsung dan mengatur tim dalam proses pemasukan penawaran proyek,online maketing staff staff admin staff admin teknik,2916666,8
33243,jasa logistik,pt sarana berkat nusantara persada,mengerjakan administrasi hutang piutang faktur djp online dan laporan keuangan,staf administrasi keuangan dan perpajakan,3800000,0
33244,produksi,ptberkat agung jaya abadi,membuat laporan keuangan setiap bulan menginput laporan keuangan ke dalam database melakukan transasksi keuangan perbankan berhubungan dengan pihak eksternal maupun internal terkait dengan aktivitas expedisi perusahaan melakukan perhitungan tagihan pihak expedisi mengarsip do expedisi mengagendakan surat masuk dan surat keluar mengarsip surat masuk dan surat keluar melakukan pengecekan persediaan atk dan melakukan pembelian atk,staff keuangan,3870000,1
33246,properti,pt sipoa grup,melakukan magang selama bulan di pt sipoa group pada januari sampai februari ditempatkan pada proyek the royal business park boutique office lt dan juga ditugaskan dibeberapa proyek lain yg berada disekitar proyek the royal business,magang proyek the royal business park boutique office lt,0,0
33248,banking tax services  government,bank jatim kpp madya sidoarjo, ,intership program intership program,0,0
33258,bumn  manufacture ,pt angkasa pura ii persero pt tk industrial indonesia ,calculate tax from airlines and tenant make report tax input cargo data update export schedule calculate the bottom of shoes that should be produced control of production and ensure that export can be fulfilled by the specific date,commercial staff production plan staff,2100000,0
33262,pendidikan telekomunikasi,fakultas vokasi  universitas katolik widya mandala surabaya pt telkom indonesia,membantu dosen untuk memberikan tugas dan menilai tugas yang dikerjakan oleh mahasiswa pada saat kelas tambahan asdos magang sebagai admin di bagian community development center yaitu unit yang mengatur prgram kemitraan untuk melayani para umkm di surabaya yang mendaftarkan diri untuk melakukan peminjaman dana saya sebagai admin yang membantu pemilik usaha untuk mendaftarkan diri dengan menginput data pribadi mereka serta proses penyeleksian,asisten dosen ketrampilan mengetik magang admin,0,0
33266,komunikasi,pt telekomunikasi indonesia telkomsel,berada pada divisi sme small medium enterprise dengan job title sebagai it technical support jobdesc pada telkomsel membantu user meliputi daiky weekly report manage web dan database pelanggan sme membuat report maintance dashboard dan mensupport kebutuhan user lainnya,it technical support,5000000,0
33267,bahan kimia pendidikan kosmetik,pt kartika cemerlang ypk gloria pt tancorp,saya melakukan administrasi pengadaan barang dan administrasi penjualan membuat po sales order delivery order invoice dan faktur saya melakukan tugas sebagai mediator antara user dengan programer melakukan uji coba terhadap program baru membuat manual book memberi training dan monitoring user saya juga melakukan tugas sebagai internal audit mutu sertifikasi iso melakukan proses rekruitment dan monitoring kontrak karyawan membuat surat internal memo peraturan dan teguran untuk karyawan menghitung gaji bulanan monitoring kehadiran monitoring aset gedung dan kendaraan,purchasing dan admin sales user support dan internal auditor iso hr specialist,4750000,8
33272,hotel manufacturing hotel healthy food  beverage store it,sunway seberang jaya penang malaysia pt simojoyo engineering surabaya golden tulip legacy formerly known as rich palace surabaya pt airmas international surabaya nusantara trust pte ltd,greet and escort customers to their tables present menu and provide detailed information when asked about portions ingredients or potential food allergies prepare tables by setting up linens silverware and glasses inform customers about the day specials offer menu recommendations upon request up sell additional products when appropriate take accurate food and drinks orders using pos ordering software order slips or by memorization communicate order details to the kitchen staff serve food and drink orders check dishes and kitchenware for cleanliness and presentation and report any problems arrange table settings and maintain tidy dining area deliver checks and collect bill payments carry dirty plates glasses and silverware to kitchen for cleaning meet with restaurant staff to review daily specials changes on the menu and service specifications for reservations parties follow all relevant health department regulations provide excellent customer service to guests maintain polite and professional communication via phone mail and mail process orders via email or phone check data accuracy in orders and invoices interfaces with factory and product contact clients to obtain missing information or answer queries ensure timely deliveries with the logistics department maintain and update sales and customer records prepare documentation required for the sales process such as invoice quotation and delivery note develop monthly sales reports greet and escort customers to their tables present menu and provide detailed information when asked about portions ingredients or potential food allergies prepare tables by setting up linens silverware and glasses inform customers about the day specials offer menu recommendations upon request up sell additional products when appropriate take accurate food and drinks orders using pos ordering software order slips or by memorization communicate order details to the kitchen staff serve food and drink orders check dishes and kitchenware for cleanliness and presentation and report any problems arrange table settings and maintain tidy dining area deliver checks and collect bill payments carry dirty plates glasses and silverware to kitchen for cleaning meet with restaurant staff to review daily specials changes on the menu and service specifications for reservations parties follow all relevant health department regulations provide excellent customer service to guests collate purchase orders and purchase requisitions in order to order materials goods and supplies review inventories and order as required interact with the suppliers on day to day basis review deliveries against the orders track the status of any orders to purchasing or suppliers deal with non supplied under orders over orders and damaged goods ensure that any invoices are sent to accounts for payment to purchasing accounting produce and maintain all reports occasionally travel off site to deliver files and reports to various departments within the organization screening phone calls and routing callers to the appropriate party maintain polite and professional communication via phone mail and mail coordinating project work managing all aspects of business operations oversee and perform daily company administrative processes and procedures report to and assist ceo coo in daily tasks and duties communicate with management team to confirm execution of company processes help board of directors for internal communication perform as personal assistant for ceo when needed,waitress sales marketing admin waitress administrative assistant operations officer,3740000,2
33276,kontruksi,pt waskita karya,menginput data gambar serta dokumen teknik lain memonitoringnya memfollow up dokumen agar segera disetujui membuat laporan monitoring per minggu dan perbulan mengarsip semua dokmen teknik baik arsip soft maupun hard file mendistribusi dokumen yang telah disetujui oleh owner ke masing masing bagian membuat surat membuat memo membuat jadwal,admin proyek,4000000,0
33283,finance,bca multi finance,membantu kelancaran tugas pimpinan dalam melaksanakan kegiatan operasional perusahaan melaksanakan administratif pengajuan pengajuan cabang yg diajukan melalui regional baik pembuatan memo report harian mingguan bulanan surat menyurat dan pengarispan membuat notulen meeting yang diadakan setiap bulan,regional administration staff sekretaris kepala wilayah,4800000,0
33286,trading,pt karunia sakti unitek,arrange meeting schedules and make minutes of meeting results purchase the tickets for official travel purchasing order to suppliers preparing all data requiring by the director follow up team checker checking language translations recruitment process,sekretaris,6000000,1
33287,percetakan  digital printing  offset ,pt primagraphia digital,mengolah report penjualan store per hari merekon bank masuk transfer dari customer per hari memposting jurnal jurnal biaya dan lainnya ke system menyusun laporan keuangan store setiap bulannya kroscek expense yang dibebankan ke store,leader accounting,5600000,0
33292,media ,pt jawa pos koran,have experience in the field of call center coordinator have been traffic order that has the task of handling adverts from agents and direct installers as well as being an administration that manages tax invoices and invoices recent experience as business representative who has the task of making advertising marketing strategies in order to increase company turnover and become social media instructor for instragram,the employee,4500000,5
33298,government epc company,kementerian perhubungan satker pembangunan pelabuhan patimban pt rekadaya elektrika,sebagai staf rekayasa teknis dalam suatu satuan kerja pembangunan pelabuhan patimban yang menjadu proyek strategis nasional saya berkewajiban untuk membuat dokumen teknis seperti rab dan kak utuk kesiapan tender konsultan maupun kontraktor selain itu saya menjadi tim pengadaan tanah dimana untuk bertugas memetaka tanah yanh akan dan sudah dibayarkan sebagai assistant civil engineer saya bertugas untuk membuat bill of quantity basic design calculation dan drawing sebagai kelengkapan dokumen teknik untuk project maupun proposal,staff rekayasa teknis dan monitoring material assistant civil engineer,4875000,1
33299,courier  cargo trading log perkayuan trading log perkayuan,kencana xpress cv wana artha sejahtera cv wana artha sejahtera,menerima pengiriman barang dan dokumen dari customer menangani komplain dari customer tracking pemasaran mencari customer mengurusi tagihan dan pembayaran alat angkutan memegang kas kecil inventaris dan pembelian atk peralatan dan perlengkapan kantor mengarsip dokumen kantor mengurus asuransi perusahaan dan pribadi pimpinan kegiatan administrasi umum termasuk membantu tim operasional membuat laporan pembelian dan pengeluaran surat menyurat dan email perusahaan menyimpan mengurusi dan menyiapkan dokumen dokumen perusahaan dan pribadi pimpinan perusahaan filing document pembukuan rekening koran dll kegiatan administrasi umum perusahaan mengontrol kas kecil perusahaan,customer service staff administrasi kepala administrasi,2166666,13
33306,alat berat logistik pompa air,pt indotruck utama tanto lines fajar karya maju national,membuat invoice dan faktur pajakmembuat penawaran barang po menghitung lembur karyawanmembuat surat pengiriman barang spb membuat surat perintah perjalanan dinasmelaksanakan kegiatan surat menyuratmenyiapkan tagihan mengarsipkan docmembuat laporan harian mingguan bulananmengontrol ketersedian atkmenerima panggilan tlp email maupun suratmengelola kas kecil dan penggajianmelayani permintaan dan keluhan pelanggan yang datang menerima pembayaran customer baik dalam bentuk tunai cek maupun bgmelayani customer sebagai kasirpenginputan data kalogs kereta api logistik berikut invoice yang akan ditagihkanmengemail dan memberikan pelayanan kepada customer berkaitan dengan jasa pengiriman kontainer melakukan filling dengan baik dan tersusun rapimelakukan tugas kesekretarisan dan administrasi umum supportmenyiapkan agenda rapat pimpinanmembuat janji schedule rapat antar direksimelakukan penjadwalan dengan baikmengelola kas kecilmenerima panggilan telepon surat maupun emailmelayani customer yang datangmengontrol ketersediaan atkke bank berkaitan dengan keperluan kantormelakukan penginputan semua transaksi keuanganpengarsipan datamembuat laporan harian mingguan bulanan,finance officer kasir muatan sekretaris finance administrasi,4833333,12
33310,leasing company,pt btmubri finance ,as business secretary jobs and responsibility make some contracts of leasing agreement handle the business trip for some employments such as ticketing and booking hotel file some documents scanning and sending the branch documents to the jakarta office by email,business secretary,4000000,3
33313,course,excel d music,,administrasi,3800000,0
33314,pariwisata,pt cikal bintang bangsa,supervisor mengatur dan memonitor pekerjaan lapangan event mencari lokasi untuk event dan mengurus perizinan keramaian pajak dll membuat rekapan laporan pekerjaan team legalitas ga mengurus perizinan perusahaan siup tdp tdup uug skdp dll membuat dan update data asset perusahaan property kendaraam inventaris dll memperhatikan pajak dan perawatan kendaraan perusahaan membuat rab kebutuhan perusahaan minggu kali menghandle posisi kerjaan yang kosong design matrketing membuat materi publikasi photo adobe photoshop membuat materi publikasi video adobe premiere membuat iklan blast sosmed instagram facebook dan paid promote endorse membuat materi publikasi media cetak banner baliho spanduk rontax dan brosur administrasi menerima telpon klien membuat surat penawaran merekap data client membuat confirm letter invoice dan kwitansi,administrasi perizinan,5000000,4
33315,percetakan penerbitan,pt fajar utama intermedia pt masmedia buana pustaka,membuat dan menerbitkan faktur pajak menyusun laporan spt masa ppn dan sptmasa pph staf dalam menyusun konsolidasi laporan keuangan cabang laporan cash flow cabang membuat daftar piutang membuat surat administrasi surat menyurat dan dokumen tender lpse melakukan penawaran produk dan negosiasi ke sekolah sekolah dengan tujuan agar sekolah tertarik untuk membeli buku produk perusahaan maupun buku murah yang direkomendasikan oleh pemerintah serta membantu memandu pihak sekolah dalam melakukan belanja online melalui siplah menginformasikan invoice sekolah yang jatuh tempo dan menerima pembayaran piutang sekolah untuk diserahkan ke perusahaan,admin pajak keuangan sales,2400000,2
33316,education f  b f  b,tubaba cerras sekar kedhaton hurricanes grill,being teacher in rural village stock opname handling petty cash stock opname every month,pengajar cerdas inventory admin finance admin,3500000,1
33337,metal construction manufacture of photocopiers architecture interior interior,pt bukit jaya abadi  pt first indonsesia refurbish manufacturing  f  from architech jakarta assa interior assa interior,making project cost plan controling material fgi monitoring project progres until shipping controling cost branch jkt mdn sby jbr mlg drawing project estimation cost plan project making cost project controling project dealing project controling project,project auditor acounting junior architech project supervisior freelancer asistaint,3520000,10
33339,oil and gas services ngo  fashion retail fossil chanel etc property developer ,ensign energy  fairfood time international  bersatu sukses group ,self starter at multinational company ensign energy in south jakarta as office administrator my tasks are record incoming and outgoing document along with transmittal letter making appointments visa application purchasing order accommodations arrangement flight and hotel reservation petty cash monthly reports in excel account payables accruals pivot table in excel for data liaise with tax consultant regarding taxes tax reporting translation assist in tender administration bpjs ketenagakerjaan bpjs kesehatan project with amsterdam based company fairfood for their research translation english indonesia vice versa on documents government documents and translating the interview receptionist coordinator for office supplies office facilities at building and being the key person for the building for permit air conditioner access card parking of hod also supervised the work of our office boys ob also assist gm an expat and reported directly to gm worked with customer in terms of mortgage and legal liaise with bank help the customers to get the loan they needed from bank to own the house also represents the developer property during the agreement of mortgage akad kredit provide legal documents for the agreement akad kredit imb bestek site plan pajak certificate pbb and provide the documents for notary regarding the agreement akad kredit for bank and notary,office admin freelance translator office coordinator mortgage legal staff,4550000,4
33340,konstruksi konstruksi konsultan,pt wijaya karya persero pt widya prima utama,magang pada proyek jalan tol cengkareng batu ceper kunciran mengawasi pekerjaan struktur jembatan menilai dan menganalisis kekuatan struktur suatu bangunan,internship magang asisten ahli asesmen struktur,750000,0
33345,jasa,ptkelola jasa arta,maintenen mesin atm di lapangan,lapangan,4000000,3
33351,perhotelan hospitality perhotelan hospitality perhotelan hospitality,hotel batiqa jababeka hotel ibis styles jakarta sunter hotel millennium sirih jakarta,to oversee the finance and accounting department in the hotel and ensure its smooth running so that all financial and management reports are accurate and available by their due dates to define and implement hotel internal control policies and procedures ensuring their effectiveness so that the profitability of the hotel is maximized to assist the general manager and oversee daily operations in the hotel as accounting side supervise daily accounting operations perform bank reconciliation and month end reconciliation of all general ledger balances prepare the trial balance and financial reports and to report to the head office general manager and owner ensure teamwork and efficient operation of the department through team spirit development to prepare time tables for completing monthly reports and work schedules to perform financial analysis on the monthly statements and report the results to the general manager and owner checking and investigating whether purchase requisitions fall in capital expenditure or expense budgets to ensure sub ledgers and supporting evidence are in order and properly maintained to support the general ledger to safeguard all contracts and agreements and to supervise the necessary accounting procedures and the preparation of accounting ledgers and summaries to review the daily revenue report prepared by the income auditor and to prepare the income journal to verify that the general ledger and sub ledger postings are accurate ensure that general ledger and sub ledger balances correspond and all contra clearance accounts are cleared at month end to review the salary calculations and ensure that labor expenses are properly posted to review the monthly food beverage cost controller report and to verify the proper booking of the costs to verify that fixed assets are purchased according to the capital expenditure budget that amounts are properly recorded and the fixed assets ledger completed to verify that the computer system is operating smoothly and that all necessary accounting records are correctly prepared to maintain close communication with the public auditors and to communicate instructions for the preparation of internal and external audits preparing all necessary data and documents to verify sales tax consumption tax and payroll related taxes that amounts are promptly declared and paid on time to manage the overall credit and receivable collection functions of the hotel in the most efficient manner in order to minimize the nonpayment of accounts and potential bad debts ensure all invoices statements are issued on timely basis conduct credit meetings at least once month review and recommend accounts to be written off providing appropriate documentation to be responsible for all tax and insurance matters with regard to employees to oversee the finance and accounting department in the hotel and ensure its smooth running so that all financial and management reports are accurate and available by their due dates to define and implement hotel internal control policies and procedures ensuring their effectiveness so that the profitability of the hotel is maximized to assist the general manager and oversee daily operations in the hotel as accounting side supervise daily accounting operations perform bank reconciliation and month end reconciliation of all general ledger balances prepare the trial balance and financial reports and to report to the head office general manager and owner ensure teamwork and efficient operation of the department through team spirit development to prepare time tables for completing monthly reports and work schedules to perform financial analysis on the monthly statements and report the results to the general manager and owner checking and investigating whether purchase requisitions fall in capital expenditure or expense budgets to ensure sub ledgers and supporting evidence are in order and properly maintained to support the general ledger to safeguard all contracts and agreements and to supervise the necessary accounting procedures and the preparation of accounting ledgers and summaries to review the daily revenue report prepared by the income auditor and to prepare the income journal to verify that the general ledger and sub ledger postings are accurate ensure that general ledger and sub ledger balances correspond and all contra clearance accounts are cleared at month end to review the salary calculations and ensure that labor expenses are properly posted to review the monthly food beverage cost controller report and to verify the proper booking of the costs to verify that fixed assets are purchased according to the capital expenditure budget that amounts are properly recorded and the fixed assets ledger completed to verify that the computer system is operating smoothly and that all necessary accounting records are correctly prepared to maintain close communication with the public auditors and to communicate instructions for the preparation of internal and external audits preparing all necessary data and documents to verify sales tax consumption tax and payroll related taxes that amounts are promptly declared and paid on time to manage the overall credit and receivable collection functions of the hotel in the most efficient manner in order to minimize the nonpayment of accounts and potential bad debts ensure all invoices statements are issued on timely basis conduct credit meetings at least once month review and recommend accounts to be written off providing appropriate documentation to prepare any payroll payment for each employee and other related payroll administration tasks to be responsible for all tax and insurance matters with regard to employees to oversee the finance and accounting department in the hotel and ensure its smooth running so that all financial and management reports are accurate and available by their due dates to define and implement hotel internal control policies and procedures ensuring their effectiveness so that the profitability of the hotel is maximized to assist the financial controller and oversee daily operations in the hotel as accounting side supervise daily accounting operations perform bank reconciliation and month end reconciliation of all general ledger balances prepare the trial balance and financial reports and to report to the financial controller ensure teamwork and efficient operation of the department through team spirit development to prepare time tables for completing monthly reports and work schedules checking and investigating whether purchase requisitions fall in capital expenditure or expense budgets to ensure sub ledgers and supporting evidence are in order and properly maintained to support the general ledger to safeguard all contracts and agreements and to supervise the necessary accounting procedures and the preparation of accounting ledgers and summaries to review the daily revenue report prepared by the income auditor and to prepare the income journal to verify that the general ledger and sub ledger postings are accurate ensure that general ledger and sub ledger balances correspond and all contra clearance accounts are cleared at month end to review the salary calculations and ensure that labor expenses are properly posted to review the monthly food beverage cost controller report and to verify the proper booking of the costs to verify that fixed assets are purchased according to the capital expenditure budget that amounts are properly recorded and the fixed assets ledger completed to verify that the computer system is operating smoothly and that all necessary accounting records are correctly prepared to maintain close communication with the public auditors and to communicate instructions for the preparation of internal and external audits preparing all necessary data and documents to verify sales tax consumption tax and payroll related taxes that amounts are promptly declared and paid on time to manage the overall credit and receivable collection functions of the hotel in the most efficient manner in order to minimize the nonpayment of accounts and potential bad debts ensure all invoices statements are issued on timely basis conduct credit meetings at least once month review and recommend accounts to be written off providing appropriate documentation to be responsible for all tax and insurance matters with regard to employees,chief accounting head of department chief accounting head of department chief accounting asst head of department,12666666,1
33361,hotel and service hotel and service transportation,hotel fourpoints by sheraton surabaya hotel ciputra world ptblue bird,breifing always start shiftcheck email have transportation or notluggage up and downcheck cleanlinnes area and store luggagegreeting guest and always friend service check email have transportation order or notluggage up and downgreeting guest and check cleanlinnes areavalet car guest check have transportation for today or tomorrowoffer unit car for drop or pick up to airportgreeting guest when out from unit car and in lobby areacheck revenue and over handle to next shift,concierge concierge dispatcher,4000000,2
33363,engineering  real estate  engineering,pt sarana multidaya engineering  pt medina realty indonesia  pt tribuana reksa indonesia ,melakukan kegiatan survei secara visual terhadap kondisi jalan dan jembatan dengan menggunakan aplikasi invi yang dikembangkan oleh pusat penelitian jalan dan jembatan untuk dilaporkan ke pihak balai besar pembangunan jalan nasional vii semarang melakukan perencanaan pembangunan perumahan dari mulai perencanaan gambar hingga pengawasan pekerjaan pembangunan perumahan komersil di jakabaring palembang melakukan pengawasan terhadap pelaksanaan konstruksi gedung bertingkat menghitung rab menganalisa kebutuhan material dan melakukan kordinasi sesuai dengan jadwal perencanan terhadap progres pekerjaan melakukan evaluasi terhadap progres pekerjaan,koordinator surveyor site engineer project supervisor,5000000,0
33364,pelayanan publik,spazio,my during including input the data of visitors handling complain inputing request of tenant into crf towards departement who incharge helping tro input and help tenants follow the prosedure and the data of parking member and access cards,resepsionis,4200000,0
33365,health  beauty banking,miracle clinic permatabank,helping business development team to direct company business strategy coordinating with all license clinic manager to direct license analysis correspondence with company business partner or third parties related to the project acquiring maintaining growing and deepening relationship with existing and prospective priority customers identifying the financial or investment needs and objectives of such and prospective customers introducing alternative suitable banking products to meet the needs and objectives,business development relationship manager,5937500,2
