JobID;JobTitle;DescriptionRequirement
2917;staff general affair;melakukan administrasi berkas berkas ga melakukan check list driver menjadwalkan driver melakukan dan menjadwal pebaikan kendaraan laki laki maksimal usia th minimal pendidikan diploma atau sederajat setidaknya memiliki pengalaman tahun sebagai ga multitasking dan mau belajar memiliki pengetahuan mengenai vehicle kendaraan memiliki sim memiliki kemampuan analisa dan administrasi yang baik siap bekerja dibawah tekanan
2918;marketing supervisor;supervise all marketing activities in the field develops products by identifying potential product and conducting market research establish performance specifications cost and price parameters market applications and sales estimates developing marketing strategies analyze and strategize new product development launch and customer marketing recommends the nature and scope of present and future product lines by reviewing product specifications and requirements appraising new product ideals and or product or packaging change follow up and maintain good relationship with our client other duties as assigned candidate must possess at least bachelor degree in marketing mass communications or equivalent at least year of working experience in the related field is required for this position required skill negotiation leadership microsoft office sales execution strategic market research preferably supervisor coordinator specialized in sales corporate or equivalent experience in strategic planning and execution knowledge to contracting negotiation and change management knowledge of structuring sales quota goals and revenue expectation experience in planning marketing strategies work requires professional written and verbal communication and interpersonal skills ability to motivate teams to produce quality materials within tight timeframes and simultaneously manage serveral project ability to participate in and facilitate department meetings work requires willingness to work flexible schedule and available at any time fluent in english both oral and written excellence communication interpersonal skill fast response and self discipline willing to be placed in central jakarta jakarta pusat
2919;senior hrd;melakukan end to end recruitment proses membuat iklan lowongan kerja di job portal melakukan screening cv kandidat yang sudah masuk di job portal melakukan proses interview membuat laporan recruitment melakukan komunikasi kepada user mengenai kebutuhan tenaga kerja dan kriteria jabatan yang dibutuhkan menjadwalkan interview kandidat dengan user dan direksi pendidikan minimal psikologi ipk minimal memiliki pengalaman minimal tahun mampu bekerja dengan target terbiasa bekerja dibawah tekanan jujur disiplin bertanggung jawab
2920;kurir;mengirim atau mengambil dokumen antar divisi bagian membersihkan dan merapikan ruang kerja dan perlengkapan lainnya membuang sampah yang ada di ruang kerja dan areal tanggung jawabnya laki laki mempunyai sim minimal tahun berpengalaman fresh graduate welcome dapat bekerja dibawah tekanan mempunyai sikap dan perilaku yang baik
2921;marketing staff;bertanggung jawab dan mengevaluasi atas pencapaian target marketing melakukan koordinasi dengan department lain yang berkaitan dengan promo ga marcomm finance perjanjian perjanjian legal melakukana kerjasama dan menjalin hubungan baik dengan para agent dan broker membina dan memelihara hubungan baik dengan para konsumen dan potensial buyer membuat dan menganalisa laporan mingguan dan bulanan penjualan serta mempertanggung jawabkannya melakukan promosi dan event pameran property berkemampuan dan sangat memahami proses pengurusan berkas kpa perbankan memiliki jaringan dan wawasan yang luas kemampuan negosiasi dan management melakukan riset pasar agar tetap memberikan pelayanan yang baik usia maksimal tahun pendidikan minimal segala jurusan pengalaman minimal tahun dibidangnya disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill tegas dan detail oriented berpenampilan menarik penempatan di surabaya
2922;graphic design;menjalankan tugas yang berhubungan dengan design secara profesional berkoordinasi dengan tim terkait mengenai penyesuaian maupun perubahan perubahan yang sesuai dengan prinsip dan tujuan design yang lebih baik kualifikasi usia maksimal tahun pendidikan minimal design komunikasi visual grafis atau sejenisnya berpengalan di bidang desain grafis lebih disukai fresh graduate dipersilahkan melamar menguasai corel draw adobe photoshop ilustrator video editing memiliki inisiatif kreatif dan cekatan komunikatif penempatan surabaya
2923;social media officer;berpikir kreatif untuk menghasilkan ide ide dan konsep konsep baru dan mengembangkan desain interaktif menggunakan inovasi untuk mendefinisikan kembali desain dalam keterbatasan biaya dan waktu mempresentasikan ide dan konsep yang telah dibuat mengelola brand website social media account menciptakan konten multimedia yang efektif selalu update dengan perkembangan tren media sosial membuat content dan editorial plan sesuai dengan brand plan yang sudah ditentukan promote content ke social media network dan memonitor segala aktifitasnya proaktif dalam meningkatkan follower di social media terkait kreatif dalam membuat content ig dalam bentuk video usia maksimal tahun pendidikan minimal desain komunikasi visual atau sejenisnya pengalaman minimal tahun di bidangnya disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill mahir menggunakan software adobe photoshop adobe premiere adobe photoshop penempatan di surabaya
2924;sales executive;pria wanita berpengalaman di bidang yang sama minimal tahun mempunyai sim dapat bekerjasama dalam team mempunyai kemampuan komunikasi yang baik pria wanita berpengalaman di bidang yang sama minimal tahun mempunyai sim dapat bekerjasama dalam team mempunyai kemampuan komunikasi yang baik
2925;hrd;merekrut interview dan screening calon karyawan assessment karyawan dengan psikotest fit proper test menempatkan karyawan dengan benar menyusun dan mengevaluasi kpi karyawan bersama dengan kepala bagian divisi secara berkala mengupdate sop perusahaan secara berkala mendisiplinkan karyawan yang melakukan pelanggaran mengatur jadwal dan menyiapkan materi training karyawan pendidikan psikologi usia maksimal tahun bisa melakukan psikotest simpel pengalaman di hr minimal tahun memahami hr system memiliki skill negosisasi yang baik memiliki skil komunikasi active listening yg baik kemampuan menjalin relasi intrapersonal yang baik di dalam perusahaan pengetahuan yang mendalam tentang uu ketenagakerjaan peraturan yang lain yang berhubungan dengan sdm berorientasi pada sdm dan hasil
2926;admin support research & development;commerce instagram booster membuat surat perkenalan ke calon bisnis partner korespondensi ke bisnis partner dapat juga di libatkan di event activity sifatnya kondisional membantu mengembangkan strategy business development yang dibuat oleh managar business development wanita thn penampilan menarik setara manajemen bisnis international menguasai lancar microsoft word excell dan power point menguasai bahasa english tulisan lisan lebih di utamakan korespondensi ke bisnis partner mengatur jadwal meeting dan appointment ke relasi membantu dalam strategy commerce meliputi social media dll administrasi umum termasuk administrasi project tender
2927;legal staff;membuat konsep dan koreksi surat surat perjanjian kontrak kerjasama dan yang sejenisnya pendidikan minimal hukum lebih disukai usia maksimal tahun pengalaman kerja minimal tahun dibidangnya membuat konsep dan koreksi surat surat perjanjian kontrak kerjasama dan yang sejenisnya siap kerja under pressure penampilan menarik penempatan surabaya
2928;project officer;melakukan survei titik lokasi apabila akan dibangun konstruksi baru membuat perencanaan perhitungan gambar kerja dan time schedule rab cek stok material baru bekas bongkaran pengecekan hasil pekerjaan vendor ngecek bap melakukan control terhadap inventori titik reklame file gambar kajian kelayakan konstruksi bertannggung jawab atas pemakaian material sesuai rab mengawasi agar mutu hasil kerja sesuai dengan standar yang ditetapkan kandidat harus memiliki setidaknya semua jurusan laki laki perempuan usia sd tahun bahasa inggris aktif menguasai microsoft office autocad internet sketch up sap intermediate cepat memahami sistem kerja di warna warni paham membaca gambar struktur rab kerja customer satisfaction oriented menguasai negotiation skill bersedia bekerja di bawah tekanan fast respon diluar jam kerja problem solving dan decision making mengenai teknik pekerjaan konstruksi sehat jasmani dan rohani sering bekerja di lapangan
2929;sekretaris;membantu kelancaran pelaksanaan tugas pimpinan dalam melaksanakan kegiatan operasional perusahaan yaitu melaksanakan administratif surat menyurat dan pengarsipan melaksanakan persiapan bahan kerja melaksanakan pengaturan jadwal agenda kegiatan pimpinan melaksanakan notulensi dalam kegiatan rapat berkala pimpinan usia maksimal tahun pendidikan minimal semua jurusan pengalaman kerja minimal tahun dibidang sekretaris berpenampilan sopan rapi inisiatif tinggi dan komunikatif mampu bekerja secara multitasking memiliki time task management yang baik mampu bekerja dengan target dan deadline pekerja keras dan tahan terhadap tekanan memiliki disiplin dan etika yang tinggi
2930;supervisor it;analyze the company technology needs develop systems and software implement hardware and software conduct tests and maintain ongoing operations of all systems evaluate the company systems and determine needs for upgrade create disaster recovery plans for corporate data and systems also assess data risk factors responsible for all aspects of the operations of it department assist with new user orientation ensure that each workplace has good it equipment and provides the necessary special equipment make it equipment specifications requirement for company standards perform repairs or replace hardware and software on the workplace on time as required support it project as well as department project supervise the it department make department report as require maximum age years old candidate must be posses at least bachelor degree in computer science gpa minimum minimum years experience in the related field preferably supervisor specialized in it computer network system database admin or equivalent experience with computer networks programs framework wp drupal microtic dns dhcp wifi ubiquity cctv strong analytical with good judgment and sense of urgency management and leadership skills ability to work well in team excellence communication interpersonal skill fast response and self discipline willing to be placed in central jakarta jakarta pusat
2933;supervisor accounting;mengontrol laporan konstruksi baru mengontrol laporan pembelian barang persediaan mengontrol laporan pengeluaran barang persediaan mengawasi prosedur operasional di dalam system wwm acc disiplin membuat laporan keuangan melakukan audit internal menghandle tax max tahun minimal pendidikan ekonomi dan akuntansi memiliki pengalaman miniman tahun di bidang yang sama minimal ipk bahasa inggris aktif pasif good computer skill microsoft office outlook pdf menguasai accounting system accurate sap jurnalid zahir mayob dll menguasai administrasi perkantoran menguasai transaksi bank menguasai pph dan ayat menguasai ppn menguasai pb bersedia bekerja mobile dan siap bekerja dibawah tekanan terbiasa menggunakan aplikasi accounting dan microsoft excel memiliki sertifikat brevet dan menjadi nilai lebih jujur bertanggungjawab disiplin detail teliti tegas memiliki jiwa pemimpin
2934;social media officer;berpikir kreatif untuk menghasilkan ide ide dan konsep konsep baru dan mengembangkan desain interaktif menggunakan inovasi untuk mendefinisikan kembali desain dalam keterbatasan biaya dan waktu mempresentasikan ide dan konsep yang telah dibuat mengelola brand website social media account menciptakan konten multimedia yang efektif selalu update dengan perkembangan tren media sosial membuat content dan editorial plan sesuai dengan brand plan yang sudah ditentukan promote content ke social media network dan memonitor segala aktifitasnya proaktif dalam meningkatkan follower di social media terkait kreatif dalam membuat content ig dalam bentuk video usia maksimal tahun pendidikan minimal desain komunikasi visual atau sejenisnya berpengalaman dalam handle sosial media mulai dari media konten planning trend research pengalaman minimal tahun di bidangnya lebih disukai social media savvy kreatif disiplin tanggung jawab jujur inisiatif dan komunikatif menguasai software adobe photoshop adobe premiere
2935;front end web programmer;membuat aplikasi sesuai dengan kebutuhan perusahaan termasuk existing aplikasi mewujudkan desain web menjadi system yang berfungsi dengan baik pendidikan minimal teknik informatika komputer minimal ipk pengalaman minimal tahun dibidang front end menguasai angular java script html css bootstrap usia dibawah prefer yang bisa net core dan mvc framework menguasai object oriented programing bisa bekerja dalam team komunikatif inovatif dan memiliki inisiatif
2936;housekeeping supervisor;become housekeeping supervisor at gunawangsa hotel merr male minimum year experience in housekeeping department having experience with vhp hotel program will be more considered has good leadership skill good personality attitude able to work in team
2937;housekeeping ordertaker;become order taker at gunawangsa hotel merr female minimum year experience in housekeeping department having experience with vhp hotel program will be more considered mastering basic ms office word excel powerpoint good personality attitude able to work in team
2938;admin maintenance;matrix vendor konstrtuksi terhalang melakukan pengecekan dan pencatatan serta inventory barang kelistrikan di reklame max tgl setiap bulannya melakukan rekap titik yang sering dimaintain monitor dan reporting deadline spk maintenance melakukan follow up spk setiap hari progres kerja melakukan follow up semua subkon konstruksi terhalang membuat laporan mingguan menerima dan melaksanakan tugas lainnya yang layak yang diperintah oleh atasan report titik konstruksi bermasalah dan masalah token laki laki atau perempuan maksimal usia th minimal pendidikan diploma atau sederajat setidaknya memiliki pengalaman tahun sebagai administrasi fresh graduate boleh melamar multi tasking dan mau belajar memiliki pengetahuan mengenai vehicle kendaraan memiliki kemampuan analisa dan administrasi yang baik siap bekerja dibawah tekanan
2939;finance collection;menyimpan kas kecil menyiapkan tanda terima receipt atas pembayaran dari pemilik unit penyewa menyiapkan reimbursement kas kecil membuat list deposit membuat faktur pajak sederhana pekerjaan lainnya yang ditugaskan secara khusus oleh perusahaan usia maksimal tahun pendidikan minimal akuntansi berpengalaman dibidangnya minimal tahun lebih disukai disiplin bertanggung jawab jujur inisiatif dan komunikatif detail oriented
2940;housekeeping room attendant;become daily worker for housekeeping department at gunawangsa hotel merr male minimum month as trainee experience in housekeeping department having experience with vhp hotel program will be more considered has good leadership skill good personality attitude able to work in team
2941;admin legal;administrasi dokumen legal secara softcopy dan hardcopy membuat catatan dan melengkapi pengarsipan memo internal memo keluar legal ke dept lain membuat catatan dan melengkapi pengarsipan surat perintah kerja subkontraktor agency membuat catatan dan melengkapi pengarsipan surat keluar legal surat ijin kerja membuat mengurus surat ijin kerja sesuai persyaratan yang diberikan oleh pemilik lahan melakukan pengecekan terhadap dateline yang tertera di dalam surat ijin kerja serta melakukan perpanjangan secara langsung bilamana diperlukan sebelum tanggal surat ijin kerja berakhir penomoran surat keluar perusahaan memberikan nomor induk perusahaan kepada departemen terkait mencatat data pengeluaran nomor induk perusahaan sesuai data yang diberikan oleh departemen terkait mencocokkan pengurutan nomor induk perusahaan dan nomor turunan dari masing masing departemen melengkapi pengarsipan surat keluar perusahaan beserta tanda terima pengiriman pria wanita max tahun berpengalaman menjadi admin lebih disukai detail disiplin bertanggungjawab mampu bekerja dibawah tekanan
2942;front desk agent;become daily worker at gunawangsa hotel merr good minimum year experience in housekeeping department having experience with vhp hotel program will be more considered has good leadership skill good personality attitude able to work in team
2943;kasir foodcourt;menyiapkan uang kembalian sebelum outlet buka menyiapkan struk penjualan form transaksi dan alat tulis membersihkan mesin dan meja kasir melayani dan menyapa konsumen dengan baik membuat laporan keuangan dan melaporkan kepada atasan perempuan sia maksimal tahun pendidikan minimal sma semua jurusan berpengalaman dibidang lebih disukai disiplin tanggung jawab jujur teliti inisiatif dan komunikatif target oriented penempatan di foodteria the central mall gunawangsa tidar
2944;chief engineering;technical responsibilities menyiapkan dan melaksanakan prosedur pengoperasian dari semua system dan peralatan utama gedung menyiapkan dan menjalankan program pemeliharaan secara lengkap untuk semua system dan peralatan yang ada menyiapkan dan menjalankan program pemeliharaan gedung di daerah bersama mengkoordinasikan dan mengawasi sesuai permintaan pelaksanaan proyek khusus dan penerimaan karyawan dari kontraktor menyiapkan system pengontrolan suku cadang dan barang keperluan engineering yang efektif dan memonitor secara teliti pemakaian barang barang suku cadang dan persediaan barang melaksanakan inspeksi ke seluruh bagian gedung kondisi system dan peralatan untuk memastikan kondisinya aman dan prima sedikitnya sekali dalam seminggu menyiapkan dan menjalankan program renovasi tahun untuk gedung dan semua peralatan utamanya memastikan program perawatan gedung memenuhi standar atau melampaui standar standar baku dari badan terkait mengimplementasikan semua ketentuan dan prosedur dari kesehatan dan keselamatan lingkungan kerja dan program lainnya yang berhubungan dengan keamanan dan keselamatan kerja lainnya memastikan bahwa kondisi apartemen dan perkantoran memenuhi persyaratan yang ditetapkan oleh departemen kesehatan dan keselamatan lingkungan bertanggung jawab penuh atas kesiapan pengoperasian system dan semua peralatan pemadam kebakaran dan peralatan penunjang keselamatan menyiapkan dan melaksanakan waktu penanganan keadaan darurat dalam hubungannya dengan departemen lain menyiapkan pelatihan yang sesuai pada staff untuk penanganan kesehatan dan keselamatan kerja memonitor dan mengontrol secara teliti semua pemakaian utility dan memastikan pemakaian energi yang optimal dari semua departemen yang ada menyiapkan system yang efektif untuk pencatatan dan pelaporan semua pemakaian utility dari semua unit dan bagian gedung menerapkan efisiensi yang tinggi untuk semua pemakaian energi pada semua peralatan fasilitas di daerah bersama dan merekomendasikan pada management untuk perubahan dan penggantian termasuk penggantian peralatan untuk memperbaiki efisiensi energi ii non technical responsibilities menyiapkan memonitor dan mengevaluasi standard operation prosedur untuk departemen engineering bersama dengan bm bertanggung jawab penuh atas fungsi perawatan gedung yang lancar memastikan semua dokumen yang berhubungan dengan operasional departemen disimpan dan dimutakhirkan dan semua perubahannya dicatat dengan benar menyiapkan semua laporan perawatan pemeliharaan ke management tepat waktu menyimpan semua dokumen gambar manual spesifikasi system dan daftar suku cadang dari semua bagian gedung secara lengkap dan rapih dan memoliki back up data computer mengontrol dan mengecek ulang semua surat perintah kerja spk dan rectification form yang dikeluarkan oleh bm bertanggung jawab atas efisiensi biaya operasional departemen engineering menyiapkan dan merevisi bila perlu semua anggaran biaya untuk operasional dan renovasi yang diajukan kepada menagement sesuai dengan kebutuhan pengelolaan memonitor semua pencatatan pembelanjaan departemen engineering dengan tepat dan memastikan control yang ketat atas pengeluaran agar tidak melampaui anggaran membantu persiapan proyek untuk mendapatkan persetujuan dan selama proses pengerjaan proyek memastikan semua bahan yang dipergunakan sesuai dengan yang disyaratkan oleh prosedur keamanan dan keselamatan kerja mengimplementasikan program pelatihan internal departemen untuk memastikan semua karyawan engineering memiliki keahlian yang dibutuhkan untuk mengerjakan pekerjaan mereka secara efektif dan efisien mengawasi setiap individu engineering dalam menjalankan tugas mereka mendelegasikan pekerjaan dan tanggung jawab kepada staff engineering mengajarkan sikap professional kepada semua staff engineering menyiapkan dan menjalankan aturan internal departemen untuk memandu kinerja kerja staff memastikan semua karyawan engineering memahami dan mengerti sepenuhnya kebijakan apartemen untuk masalah kebakaran keselamatan kerja kebersihan dan kesehatan kerja dan semua resikonya menyeleksi dan membantu personalia dalam merekrut staff yang tepat untuk departemen engineering membantu departemen lainnya untuk menjamin kelangsungan operasional yang lancar membuat laporan harian mingguan dan bulanan serta mengevaluasinya usia minimal tahun pendidikan minimal segala jurusan sipil elektro pengalaman minimal tahun sebagai chief engineering di mall atau apartemen disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill tegas dan detail oriented memiliki sikap leadership yang kuat penempatan di surabaya
2945;engineering staff;handle pekerjaan electrical me dan sipil pengalaman mengerjakan maintenance ac dan lift lebih diutamakan pengalaman sebagai engineering mall apartment lebih diutamakan mampu mengerjakan kerusakan pada genset usia maksimal tahun pendidikan minimal smk jurusan teknik pengalaman minimal tahun di apartment hote mall tanggung jawab jujur inisiatif komunikatif dan bersedia bekerja shift service oriented bersedia bekerja shift penempatan di surabaya
2946;kasir foodcourt;menyiapkan uang kembalian sebelum outlet buka menyiapkan struk penjualan form transaksi dan alat tulis membersihkan mesin dan meja kasir melayani dan menyapa konsumen dengan baik membuat laporan keuangan dan melaporkan kepada atasan perempuan sia maksimal tahun pendidikan minimal sma semua jurusan berpengalaman dibidang lebih disukai disiplin tanggung jawab jujur teliti inisiatif dan komunikatif target oriented penempatan di foodteria the central mall gunawangsa tidar
2947;admin general operational;melakukan pekerjaan administrasi imput data filling dokumen berkoordinasi dengan devisi terkait dan lain lain perempuan min semua jurusan min pengalaman th under pressure energic team work proactive friendly komunikatif rapih bertanggungjawab menguasai ms office
2948;administrasi;membuat dan collect invoice merapikan atau mengarsip kontrak invoice penawaran dan po menyimpan dokumen menjalankan alur pembelian mii produk it membuat pd permintaan dana menjadi pemegang nomor wa customer service eats aplikasi usia maksimal tahun pendidikan minimal di segala jurusan berpengalaman minimal tahun dibidangnya lebih disukai menguasai microsoft office terbiasa bekerja dengan deadline dan sistematis dalam pelaporan teliti cekatan dan komunikatif
2949;chief engineering;technical responsibilities menyiapkan dan melaksanakan prosedur pengoperasian dari semua system dan peralatan utama gedung menyiapkan dan menjalankan program pemeliharaan secara lengkap untuk semua system dan peralatan yang ada menyiapkan dan menjalankan program pemeliharaan gedung di daerah bersama mengkoordinasikan dan mengawasi sesuai permintaan pelaksanaan proyek khusus dan penerimaan karyawan dari kontraktor menyiapkan system pengontrolan suku cadang dan barang keperluan engineering yang efektif dan memonitor secara teliti pemakaian barang barang suku cadang dan persediaan barang melaksanakan inspeksi ke seluruh bagian gedung kondisi system dan peralatan untuk memastikan kondisinya aman dan prima sedikitnya sekali dalam seminggu menyiapkan dan menjalankan program renovasi tahun untuk gedung dan semua peralatan utamanya memastikan program perawatan gedung memenuhi standar atau melampaui standar standar baku dari badan terkait mengimplementasikan semua ketentuan dan prosedur dari kesehatan dan keselamatan lingkungan kerja dan program lainnya yang berhubungan dengan keamanan dan keselamatan kerja lainnya memastikan bahwa kondisi apartemen dan perkantoran memenuhi persyaratan yang ditetapkan oleh departemen kesehatan dan keselamatan lingkungan bertanggung jawab penuh atas kesiapan pengoperasian system dan semua peralatan pemadam kebakaran dan peralatan penunjang keselamatan menyiapkan dan melaksanakan waktu penanganan keadaan darurat dalam hubungannya dengan departemen lain menyiapkan pelatihan yang sesuai pada staff untuk penanganan kesehatan dan keselamatan kerja memonitor dan mengontrol secara teliti semua pemakaian utility dan memastikan pemakaian energi yang optimal dari semua departemen yang ada menyiapkan system yang efektif untuk pencatatan dan pelaporan semua pemakaian utility dari semua unit dan bagian gedung menerapkan efisiensi yang tinggi untuk semua pemakaian energi pada semua peralatan fasilitas di daerah bersama dan merekomendasikan pada management untuk perubahan dan penggantian termasuk penggantian peralatan untuk memperbaiki efisiensi energi ii non technical responsibilities menyiapkan memonitor dan mengevaluasi standard operation prosedur untuk departemen engineering bersama dengan bm bertanggung jawab penuh atas fungsi perawatan gedung yang lancar memastikan semua dokumen yang berhubungan dengan operasional departemen disimpan dan dimutakhirkan dan semua perubahannya dicatat dengan benar menyiapkan semua laporan perawatan pemeliharaan ke management tepat waktu menyimpan semua dokumen gambar manual spesifikasi system dan daftar suku cadang dari semua bagian gedung secara lengkap dan rapih dan memoliki back up data computer mengontrol dan mengecek ulang semua surat perintah kerja spk dan rectification form yang dikeluarkan oleh bm bertanggung jawab atas efisiensi biaya operasional departemen engineering menyiapkan dan merevisi bila perlu semua anggaran biaya untuk operasional dan renovasi yang diajukan kepada menagement sesuai dengan kebutuhan pengelolaan memonitor semua pencatatan pembelanjaan departemen engineering dengan tepat dan memastikan control yang ketat atas pengeluaran agar tidak melampaui anggaran membantu persiapan proyek untuk mendapatkan persetujuan dan selama proses pengerjaan proyek memastikan semua bahan yang dipergunakan sesuai dengan yang disyaratkan oleh prosedur keamanan dan keselamatan kerja mengimplementasikan program pelatihan internal departemen untuk memastikan semua karyawan engineering memiliki keahlian yang dibutuhkan untuk mengerjakan pekerjaan mereka secara efektif dan efisien mengawasi setiap individu engineering dalam menjalankan tugas mereka mendelegasikan pekerjaan dan tanggung jawab kepada staff engineering mengajarkan sikap professional kepada semua staff engineering menyiapkan dan menjalankan aturan internal departemen untuk memandu kinerja kerja staff memastikan semua karyawan engineering memahami dan mengerti sepenuhnya kebijakan apartemen untuk masalah kebakaran keselamatan kerja kebersihan dan kesehatan kerja dan semua resikonya menyeleksi dan membantu personalia dalam merekrut staff yang tepat untuk departemen engineering membantu departemen lainnya untuk menjamin kelangsungan operasional yang lancar membuat laporan harian mingguan dan bulanan serta mengevaluasinya usia minimal tahun pendidikan minimal segala jurusan sipil elektro pengalaman minimal tahun sebagai chief engineering di mall atau apartemen disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill tegas dan detail oriented memiliki sikap leadership yang kuat penempatan di surabaya
2950;leasing apartment;melakukan koordinasi dengan departemen lain terkait dengan proses administrasi secara keuangan perjanjian sewa dan desain layout unit leasing bertanggung jawab terhadap pemenuhan okupansi unit yang disewakan memastikan perjanjian sewa menyewa selalu update membangun hubungan baik dengan penyewa existing dan calon penyewa serta menjembatani antara penyewa dengan management memiliki jaringan luas dan follow up calon penyewa yang akan mengisi unit kosong untuk disewakan menjalin hubungan dengan seluruh departemen yang menyangkut pelayanan terhadap penghuni pekerjaan lainnya yang ditugaskan secara khusus oleh perusahaan wanita pria usia max tahun pendidikan min akuntansi marketing komunikasi pengalaman min tahun dibidang yang sama berpenampilan menarik komunikatif menguasai ms office memiliki kemampuan negosisasi yang baik mampu bekerja secara individu tim
2951;sekretaris;performing all executive secretarian task for director able to administration work attentation to details provide on daily matters which may include the private needs provide reports and minutes of meeting scheduling appointments and maintaining confidential files handling of correspondences with local and other claim such as mobile phone booking and arranging travel transport and accommodation organizing event and conferences typing compiling and prepare report presentation and correspondence perform other related duties as required maximum age years old candidate must be posses bachelor degree with gpa min minimum years experience fluent in english both oral and written good looking appearance and attractive excellence communication interpersonal skill fast respon and self discipline willing to be placed in jakarta pusat
2952;legal staff;membuat konsep dan koreksi surat surat perjanjian kontrak kerjasama dan yang sejenisnya usia maksimal tahun pendidikan minimal hukum hukum lebih diutamakan berpengalaman minimal tahun pengalaman membuat legal opinion dan koreksi surat perjanjian kontrak dan sejenisnya memiliki komunikasi yang baik ramah teliti dan mampu bekerjasama dengan tim penempatan surabaya
2953;engineering staff;usia maksimal tahun pendidikan minimal smk jurusan teknik pengalaman minimal tahun di apartment hote mall tanggung jawab jujur inisiatif komunikatif dan bersedia bekerja shift service oriented bersedia bekerja shift penempatan di surabaya handle pekerjaan electrical me dan sipil pengalaman mengerjakan maintenance ac dan lift lebih diutamakan pengalaman sebagai engineering mall apartment lebih diutamakan mampu mengerjakan kerusakan pada genset
2954;engineering staff;handle pekerjaan electrical me dan sipil pengalaman mengerjakan maintenance ac dan lift lebih diutamakan pengalaman sebagai engineering mall apartment lebih diutamakan mampu mengerjakan kerusakan pada genset usia maksimal tahun pendidikan minimal smk jurusan teknik pengalaman minimal tahun di apartment hote mall tanggung jawab jujur inisiatif komunikatif dan bersedia bekerja shift service oriented bersedia bekerja shift penempatan di surabaya
2955;engineering staff;handle pekerjaan electrical me dan sipil pengalaman mengerjakan maintenance ac dan lift lebih diutamakan pengalaman sebagai engineering mall apartment lebih diutamakan mampu mengerjakan kerusakan pada genset usia maksimal tahun pendidikan minimal smk jurusan teknik pengalaman minimal tahun di apartment hote mall tanggung jawab jujur inisiatif komunikatif dan bersedia bekerja shift service oriented bersedia bekerja shift penempatan di surabaya
2956;tenant relation;menjalin dan membina hubungan baik dengan semua penghuni baik pemilik maupun penyewa di gunawangsa apartment menerima keluhan dari penghuni baik tertulis maupun lisan dan menindaklanjuti setiap keluhan sampai tuntas sesuai dengan prosedur yang ada memahami dengan baik dan benar gunawangsa apartment house rules regulations serta perubahan perubahan ketentuan yang ada di dalamnya memahami dan menjalani semua prosedur prosedur yang ada melakukan kerjasama dan koordinasi dengan departemen departemen lain untuk dapat memberikan pelayanan yang terbaik kepada semua penghuni membantu chief tenant relation mendata kendaraan penghuni dan pengurusan sticker decal mendata semua karyawan penghuni dan perubahannya serta menyiapkan kartu identitas untuk karyawan penghuni membantu finance accounting department untuk mengingatkan penghuni atas keterlambatan pembayaran membantu chief tenant relation memonitor dan menyelia security dalam menjalankan tugas mereka membantu chief tenant relation memonitor cara kerja dan effektivitas kerja dari engineering membantu chief tenant relation menyiapkan sirkulasi edaran kepada penghuni dalam hal peraturan pemberitahuan dan lain lain setelah disetujui oleh building manager dan atau general manager membantu chief tenant relation membuat rencana tahunan untuk kegiatan kegiatan bersama dengan penghuni dan turut serta aktif dalam kepanitiaannya pekerjaan lainnya yang ditugaskan secara khusus oleh perusahaan usia maksimal tahun pendidikan semua jurusan pengalaman minimal tahun diposisi yang sama lebih diutamakan penampilan menarik menguasai microsoft office memiliki kemampuan komunikasi yang baik bertanggung jawab teliti jujur dan disiplin mampu berbahasa inggris
2957;legal staff;laki laki perempuan usia maksimal tahun lulusan hukum lebih diutamakan menguasai hukum perdata secara umum berpengalaman bekerja minimal tahun memiliki analisa yang kuat terhadap hukum perdata secara umum dan hukum kontrak secara khusus memiliki sertifikat pendidikan khusus profesi advokat pkpa tegas disiplin bertanggung jawab mampu bekerja secara tim atau individu siap bekerja dibawah tekanan menguasai kitab undang undang hukum acara pidana kuhap dan reglement buitengewesten rbg dan mensupport dan mengelolah dokumen perusahaan khususnya yang berhubungan dengan perjanjian kerjasama maupun legal contract memiliki analisa yang tinggi terhadap suatu kasus baik pidana maupun perdata memiliki pengalaman beracara bersidang khususnya di bidang hukum perusahaan hukum kepailitan memiliki pengalaman menangani kasus penipuan dan pengelapan menguasai hukum perikatan hukum perusahaan hukum bisnis hukum perusahaan mampu membuat legal opinion dalam setia case yang sedang di hadapi perusahaan mampu membuat somasi gugatan permohonan memahami dan mampu mempersiapkan persyaratan jual beli dan perikatan dengan bank dan sanggup melaksanakan prosesnya dalam hal ini bagian legal kerjasama dengan notaris ppat yang ditunjuk untuk melaksanakan jual beli dan melengkapi persyaratan akad kredit sesuai ketentuan bank kreditur mensupport dan mengelolah dokumen perusahaan khususnya yang berhubungan dengan perjanjian kerjasama maupun legal contract mereview legal contract perjanjian kerjasama dan dokumen legal lain yang berhubungan dengan project perusahaan dimana ditempatkan menguasai pembuatan dan review surat perjanjian beserta monitoring validitasnya penyelesaian sengketa hukum perusahaan memahami dengan baik undang undang dan segala peraturan pertanahan hukum perpajakan dan peraturan yang berhubungan dengan pembangunan proyek property pekerjaan lainnya yang ditugaskan secara khusus oleh perusahaan
