ApplicantID;Position;JobDescription
39819;drafter wakil arsitek wakil enginering pengawas & perancang;menggambar gambar kerja dermaga terminal jetty sebagai wakil arsitek dimana menggambar baja membikin rab membantu merancangproyek pabrik kantor sebagai wakil enginer yang tugasnya menggambar detail menyiapkan ded melakukan kontrol lapangan sebagai pengawas perancang dimana merancang bangunan setelah selesai diawasi proyek pemerintah
39821;drafter drafter drafter drafter architect supervisor architect supervisor junior architect junior architect architect supervisor architect supervisor;compile project data archives handle all shop drawing and as built drawing resposible for the materials that have been ordered both the number of orders and usage encounters compile project data archives handle all shop drawing and as built drawing resposible for the materials that have been ordered both the number of orders and usage encounters compile project data archives handle all shop drawing and as built drawing resposible for the materials that have been ordered both the number of orders and usage encounters compile project data archives handle all shop drawing and as built drawing resposible for the materials that have been ordered both the number of orders and usage encounters check shopdrawing and as built drawing submitted by the contractor to consolidate reports of the person in charge of activities and building supervisors every week month providing advice on how to deal with problems as well as alternative follow up actions to activity organizers in the field documentation photos of implementation check shopdrawing and as built drawing submitted by the contractor to consolidate reports of the person in charge of activities and building supervisors every week month providing advice on how to deal with problems as well as alternative follow up actions to activity organizers in the field documentation photos of implementation responsible for the concept and design of the watubelah stadium redesign project responsible for the predetermined time schedule responsible for the concept and design of the watubelah stadium redesign project responsible for the predetermined time schedule check shopdrawing and as built drawing submitted by the contractor to consolidate reports of the person in charge of activities and building supervisors every week month providing advice on how to deal with problems as well as alternative follow up actions to activity organizers in the field documentation photos of implementation check shopdrawing and as built drawing submitted by the contractor to consolidate reports of the person in charge of activities and building supervisors every week month providing advice on how to deal with problems as well as alternative follow up actions to activity organizers in the field documentation photos of implementation
39824;manager operational manager accounting;
39825;site engineer;menghitung volume megawasi pekerjaan di proyek mengurusi dokumen kerja
39827;drafter/estimator drafter/estimator project staff project staff;membuat detail engineering design ded dan menghitung rencana anggaran biaya rab proyek membuat detail engineering design ded dan menghitung rencana anggaran biaya rab proyek membuat plan pekerjaan rab dan desain melakukan kegiatan administrasi proyek pelelangan arsip dan pembayaran melakukan pemeriksaan lapangan terhadap gambar kerja dan melakukan kontrol terhadap bangunan membuat plan pekerjaan rab dan desain melakukan kegiatan administrasi proyek pelelangan arsip dan pembayaran melakukan pemeriksaan lapangan terhadap gambar kerja dan melakukan kontrol terhadap bangunan
39829;finance accounting manager finance accounting manager finance accounting manager;performed month end close updating prepaid amortization in and depreciation in the performed financial statement ratio analysis such as balance sheet profit loss to monitor working capital reviewed payment voucher before submitting payment to suppliers improved financial management measures and control supervised and monitoring cost control and inventory control ensured all journal entries and accounting entries are entered properly supervised fo staffs and restaurant staffs in dealing with program issues and data entry of sales into program facilitated with the preparation of annual budget developed sop and internal control reviewed monthly revenues by matching sales report in the program and actual sales receipts before submitting pb pajak daerah payment via bri tax online payment generated tax reports such as pph supervised accounting staffs to assure their duties are conducted properly and responsibly according standard operating procedure monitored and managed the company weekly cash flow to ensure fund sufficiency to run business operation monitored and supervised and treasury on regular basis managing accounts payable to ensure all necessary documents for vendor invoices are properly attached and paying the vendors on timely manner managing accounts receivable to ensure all necessary documents are properly attached before sending invoices to customers and to ensure all collection procedures are conducted properly managing and preparing financial report on monthly basis preparing weekly cash flow liasing with the bank for loan request specimen change internet banking and any related banking activities monitoring the usage of petty cash and performing weekly cash count for fraud prevention preparing monthly taxes before the th of the month for pph and reconciling general ledger accounts for any inconsistency monitoring daily sales from individual outlets to ensure no fraud is being committed and cash sales are deposited to the bank as scheduled conducting inventory count in the monthly basis preparing annual budget in the yearly basis and performing analysis for monthly usage tax reporting pph annual spt using espt and id biling as well as resolving restaurant tax issues pb coordinated with tax auditors regarding company tax issues including discussing and negotiating the outcome of tax audit financial statement reporting such as balance sheet and income statement prepared monthly cash flow projection prepared annual budget negotiated with suppliers in regards to payment installment asissted external auditors for document request coordinated with restaurant managers in regards to daily cash report and petty cash
39830;drafter;membuat gambar design engineering detail ded
39834;asisstant accounting manager finance and accounting manager;preparing financial statement and provide assurance of the accuracy of information in financial statement to management ensuring timely financial statement coordinating and controlling day to day activities for financial and accounting transaction review account receivable to make aging to provide management information financial statement analysis internal control all transaction establish tax monthly and annual tax accomplished financial statement and tax reporting schedule appropriate internal control can be implement in each division prepare payment vendor to be paid by finance division
39835;accounting & tax supervisor finance & administration manager finance & accounting manager;responsible for all accounting cycle prepare and review for all tax report company needs responsible for tax deposit and spt reporting for period and annual manage and control the daily operation of the finance accounting department including monthly closing stock opname account payable account receivable cash management and taxation oversee the preparation of all accounting and tax report review regularly monthly yearly finance accounting tax and cash management payroll manage and control the daily operation of the finance accounting department including monthly closing stock opname account payable account receivable cash management and taxation oversee the preparation of all accounting and tax report review regularly monthly yearly finance accounting tax and cash management payroll
39836;drafter, surveyor, supervisor, estimator;melaksanakan pertemuan harian dengan pekerja membuat gambar rencana desain gambar kerja sipil dan gambar detail pelaksanaan lokasi kerja survey lokasi kerja melakukan penawaran dan penagihan produk kepada konsumen mengatur keuangan melaporkan kehadiran pekerja
39837;accounting finance staff accounting finance staff accounting and finance section chief;compiles and analyzes financial information to prepare entries to accounts such of general ledger accounts documenting business transactions prepare payment account payable to suppliers making invoice tax invoice for buyers making daily cash bank report compiles and analyzes financial information to prepare entries to accounts such of general ledger accounts documenting business transactions and completes corresponding reconciliations each account in balance sheet preparation and analyzing vat tax tax and tax art calculating payroll employee prepare payment account payable to suppliers making invoice tax invoice for buyers compiles and analyzes financial information to prepare entries to accounts such of general ledger accounts documenting business transactions and completes corresponding reconciliations each account in balance sheet monitoring cash flow for company activity preparation and analyzing vat tax tax and tax making financial statement every month calculating payroll employee making ifrs
39848;marketing communication;nengoperasikan sosial media seperti ig fb tiktok dan membuat konten mengoperasikan market place sales call canvas jika di perlukan
39850;senior fundraiser digital marketing and communication customer relation;menginspirasi publik untuk berpartisipasi dalam program perusahaan mengajak publik untuk berkontribusi dalam program perusahaan develop tim orang untuk mencapai target harian maupun bulanan manage website perusahaan manage seluruh platforms social media perusahaan linkedin facebook instagram manage tim graphic design dan content writing orang manage tools marketing offline maupun online newsletter articles flyer logo placement csr dan event maintain existing clients membuat prospek clients baru email blasting koordinasi dengan tim desain untuk marketing tools develop tim sales di seluruh indonesia
39854;junior auditor senior 2 senior auditor senior auditor finance accounting manager  accounting manager finance accounting manager finance accounting manager;participated in financial audits of various publicly and privately held corporations client profiles included field of industry clients other manufacturer pt aneka kimia raya pt andhanesa abadi building management pt union perkasa wisesa construction pt silkar national ltd banking pt bank dharmala participated in financial audits of various publicly and privately held corporations client profiles included field of industry clients other manufacturer pt asiatex garmindo pt semen tonasa pt burgmann plantation pt tania selatan ptpn vii construction pt total bangun persada pt bonauli real estate pt adieka raya persada palm oil industry bukit kapur reksa group banking bank bumiputera bank mandiri bank umum nasional standard chartered bank bangkok bank bank dharmala services pt dunia visitama production broker insurance pt duta sewu raya job responsibility includes understanding of the business process evaluation of existing control tools and recommendation of improvements and auditing of financial statement in accordance with indonesian gaap and international accounting standard responsible to coordinate and supervise persons in an audit assignment ensure audit objective is met in most efficient time in addition to regular audits also undertook various ad hoc assignment such as due diligence assignments to investigation and assess company for the accounting and treasury aspects regarding with company acquisition such as pt metro perdana indonesia team assistance of liquidating team regarding of bank umum nasional liquidation as mandated by indonesian banking restructuring agency ibra due diligence assignment regarding with loan agreement verification as mandated by indonesian banking restructuring agency ibra due diligence assignment regarding with loan verification of bank umum nasional frozen bank as mandated by indonesian banking restructuring agency ibra participated in internal audit for all branches such as hotel travel and catering services and make report to director about findings and recommendations field of industry clients hotel sanur beach hotel senggigih beach hotel transportation pt mandira erajasa wahana catering pt aerowisata catering services jakarta acs denpasar acs balikpapan and acs medan tour travel pt satriavi leisure management aerojasa perkasa participated in financial audits of various publicly and privately held corporations client profiles included field of industry clients manufacture pt asiatex pt daesung pt daelim pt nusantara parker service pt maginet hotel pt krakatau steel madical helath of department for special project tbc to execute accounting function in data processing and financial information to produce financial reports needed by company accurately and timely ensure all financial statement and reports are adequately supported by relevant supporting schedules and are based on approved transaction as appropriate responsibility for monthly quarterly and annual financial reporting activities to do calculation of cost of goods sold by item product cost production analysis for manufacturing company and give suggestion for improving the affectivity and efficiency of production activities ensure all transaction statements are recorded accurately including accounting entries per accounting standards especially for revenue and wip and any potential event that might give rise to provisions our liabilities initiative plan and process which minimize manufacturing costs through effective utilization of man power equipment facilities material and capital to coordinate and control cash flow of company by making yearly projection and monthly analyzing and controlling account receivable and account payable to make sure the availability of cash to smoothen company operation investment and maintain healthy financial condition to maintain good relationship with bank in assisting company treasury and administration to coordinate budgeting and control it usage to make sure effectiveness and efficiency in smoothing company operation as benchmark for company performance to coordinate execution of financial planning and analyzing to give input from finance side for company leader in making business decision for investment expand operation or other financial needs to evaluate the commercial side of contract or agreement to make and evaluate also implement sop and business process providing company directors with accurate financial information management accounts and data analysis interpreting financial information and data analysing the on going profitability of all ventures entered into by the company ensuring that strong financial controls and procedures are in place preparation of monthly management accounts monthly bank reconciliations monthly bank reconciliations interpreting cash flows and predicting future trends identifying the potential for making financial savings management of tax reporting and compliance handling and resolving financial queries working closely with the it team to ensure all financial data is secure maintaining tight financial control of expenses managing relationships with auditors at an operational level controlling budgets and expenditure presenting monthly results and reports to the finance team looking after and managing the accounts team ensuring that payments to vendors are processed within agreed terms providing company directors with accurate financial information management accounts and data analysis interpreting financial information and data analysing the on going profitability of all ventures entered into by the company ensuring that strong financial controls and procedures are in place preparation of monthly management accounts monthly bank reconciliations monthly bank reconciliations interpreting cash flows and predicting future trends identifying the potential for making financial savings management of tax reporting and compliance handling and resolving financial queries working closely with the it team to ensure all financial data is secure maintaining tight financial control of expenses managing relationships with auditors at an operational level controlling budgets and expenditure presenting monthly results and reports to the finance team looking after and managing the accounts team ensuring that payments to vendors are processed within agreed terms providing company directors with accurate financial information management accounts and data analysis interpreting financial information and data analysing the on going profitability of all ventures entered into by the company ensuring that strong financial controls and procedures are in place preparation of monthly management accounts monthly bank reconciliations monthly bank reconciliations interpreting cash flows and predicting future trends identifying the potential for making financial savings management of tax reporting and compliance handling and resolving financial queries working closely with the it team to ensure all financial data is secure maintaining tight financial control of expenses managing relationships with auditors at an operational level controlling budgets and expenditure presenting monthly results and reports to the finance team looking after and managing the accounts team ensuring that payments to vendors are processed within agreed terms
39864;accountingsupervisor accountingsupervisor accounting superintendant accounting and finance assistant manager;prepare regular accounting report internal auditing subsidiaries company reporting monthly and yearly financial report of group companies ensure an accurate and timely monthly and year end close responsibility to accounting manager responsible for the operation of all accounting systems and records including but not limited to cash receipts expenditures investments purchasing inventory assets payroll maintains cash flow by monitoring bank balances and cash requirements investing excess funds approves cash disbursements by verifying check amounts against invoices authorizing checks and wire transfers approves ledger entries by auditing transactions ensure an accurate and timely monthly quarterly and year end close collaborates wiyh the other finance department goals and objectives maintain fixed asset ensure the timely reporting of all monthly financial information responsible for the operation of all accounting systems and records including but not limited to cash receipts expenditures investments purchasing inventory and assets monitor and analyze accounting data and produce final financial report or statement for holding company maintains cash flow by monitoring bank balances and cash requirements investing excess funds approves cash disbursements by verifying check amounts against invoices authorizing checks prepare monthly consolidation financial report for holding company coordinate and complete annual audits manage and oversee the daily operations of accounting department reconcile account payable and account receivable between intercompany maintain fixed asset maintain aging ap and aging ar present financial statement to board of director banking insurance and finance responsible for all banking finance related matters management of investments and debts including fund planning and management managing the insurance portfolio relationship management with banks and insurance companies financial reporting negotiations payment and reconciliations responsible for preparation and review of the financial statement of the companies ensuring maintenance of accounting hygiene review and approval of all payments to vendors employees government authorities etc end to end management of payroll process timely reconciliation and balance confirmation of all tb trial balance items approving creation and modification of all master data in accounting software review and approval of purchase and service orders budgeting and reporting responsible for comprehensive overhead and capital expenditure budgeting periodic detailed review of budget vs actual expenses and reporting to management coordination with head office for all reporting requirements coordinate with internal and external stakeholders for various business requirements taxation responsible for all taxation compliances like income tax vat etc coordinating and maintaining relationship with the tax authorities and tax consultants regularly updating all changes in the taxation and other relevant laws internal controls and audit responsible for implementing various policies procedures and internal controls carrying out periodic internal audits and ensuring implementation of corrective and preventive action coordinating with statutory auditors for all areas related to statutory audit
39867;engineering support;cek rab schedule dan progress project cek pembelian material project cek progres tagihan mandor atau vendor cek pengajuan kerja tambah beserta rab kerja tambah schedule pembelian material dari ho
39868;drafter drafter engginering drafter engginering;roject masjid batu licin kalimantan membuat gambar tender membuat gambar forcon roject rumah tinggal di kemang membuat gambar tender membuat gambar forcon roject hotel samasta di denpasar bali membuat gambar forcon roject hotel maya sanur denpasar bali membuat gambar shopdrawing arsitektur membuat gambar as builtdrawing membuat gambar shopdrawing arsitektur membuat gambar as builtdrawing menghitung pekerjaan tambah kurang membuat progres mingguan dan bulanan menghitung kebutuhan material
39877;drafter drafter site engineer site engineer;supervise project of utilties at mitsuba factory attend meetings and discuss project details with clients staff ubcontractor supervisor proposed daily plan before executed to site manager monitoring and control project executed based on drawing report progress of the project to site manager report daily activity and inspection to site manager and project manager supervise project of utilties at mitsuba factory attend meetings and discuss project details with clients staff ubcontractor supervisor proposed daily plan before executed to site manager monitoring and control project executed based on drawing report progress of the project to site manager report daily activity and inspection to site manager and project manager
39889;internt quality control and quantity surveyor internt quality control and quantity surveyor site supervisor and structure consultant site supervisor and structure consultant;as quantity surveyor calculating the area volume and materials needed in each work item check the changes of the drawings and check the bill of quantity as quality control site inspection to ensure that the work is as per the project specifications check the quality testing of materials used and monitoring the work as quantity surveyor calculating the area volume and materials needed in each work item check the changes of the drawings and check the bill of quantity as quality control site inspection to ensure that the work is as per the project specifications check the quality testing of materials used and monitoring the work designing dorm structure with engineering software etabs and sap supervising the structure works on the hotel and mosque project managing the schedule work in accordance with the timeline designing dorm structure with engineering software etabs and sap supervising the structure works on the hotel and mosque project managing the schedule work in accordance with the timeline
39897;finance staff accounting supervisor senior accounting staff accounting supervisor accounting manager finance accounting manager;reating and controlling account receivable create invoice to customer controlling debt collector in warehouse input data account receivable and account payable input data petty cash in sytem reconcile bank reviewing daily journal controlling account receivable and account payable controlling and approving sales order processing by system controlling stock in warehouse by system nput data account receivable and account payable create the monthly tax report controlling pph and ppn checking account receivable and account payable reconcile bank and petty cash create profit loss report create journal salary expense employee debt supervise staff and review daily journal consolidation account payable account receivable consolidation revenue expenses accounts review sales and purchase in system consolidation intercompany accounts create journal prepaid insurance and depreciation create and review journal input tax output tax tax create financial report monthly and report to accounting manager responsible to all journal and taxes consolidation account receivable and account payable controlling salary loan staff report consolidating revenue expense accounts consolidating intercompany account create journal prepaid insurance and depreciation create and checking journal input tax output tax create all journal tax create financial report monthly review financial report with tax consultant responsible to all financial report and tax es res ponsible to stock inventory between system and actual managing and overseeing the daily operation of the finance accounting department maintain and review collection and payment according with procedures and policies evaluating developing and improving department in systems and procedures manage and monitoring cash flow reconcile salary tax with payroll system coordinate and complete annual financial report with tax consultant responsible for external audit report with auditor prepare financial report monthly and reporting to director
39898;intern program;saya berada di crbc saat praktek kuliah lapangan proyek yang dikerjakan adalah jalan tol solo kertosono phase dengan kantor yang berada di kec kertosono kab nganjuk beberapa hal yang saya kerjakan saat disana yaitu menghitung kapasitas tiang pancang bearing capacity tujuan perhitungan ini untuk mengetahui kapasitas tiang pancang yang tertanam sesuai dengan realita dilapangan perhitungan dilakukan dengan program bantuan excel melaksanakan pekerjaan box traffic under pass supervising pekerjaan yang saya kerjakan adalah pemadatan tanah dengan menggunakan alat berat pemadatan dilakukan dengan metode layer layer cm kemudian pengecoran lantai kerja perhitungan bbs perhitungan volume beton pengecoran box traffic dan curing beton stake out dan survey dibantu senior surveyor saya menentukan titik dan koordinat lokasi pengecoran titik pemancangan juga kemiringan pembesian dan bekisting
39900;accounting staff officer, accounting & reporting branches iii in financial controler group finance coordinator accounting supervisor;establish maintain and coordinate the implementation of accounting and accounting control procedures monitoring and reviewing accounting and related system reports for accuracy and completeness ensure accurate of petty cash recapitulation and daily cash transaction maintaining fixed assets records reconcile and report discrepancies found in records monitoring an support taxation issues comparing computer printouts to manually maintained journals in order to determine if they match ensure accurate and timely monthly and quarterly performing general office duties such as filing answering telephones and handling routine correspondence handling monthly recovery report working with sap and jha system making journal in sap jha handling reconcile daily preparing making lbu laporan bank umum report monthly and send to bi preparing making and sending lhbu laporan harian bank umum to bi maintaining general ledger making internal report other asset current liabilities other liabilities creditor report etc handling foreign currency transaction making aging analysis report solving branches and others division problem as project team pic for unit testing and implementation lbu report lhbu report working with sap fico processing preparing account payable report monthly review account payable daily process propose payment for vendor to finance dept provide aging payable report for stakeholders maintain gl account ap gl account and expenses gl account review profit loss related to gl account expense and presented to top management in monthly closing meeting reconcile account payable data prepare review accrual data prepare review amortize data and report system development people development supervise subordinate person customer service for internal and external solving problem managing accounting finance project automatic payment system development as pm automatic amortize system recurring for prepaid transaction as pm automatic account payable aging system as pm as project team pic for unit testing and implementation consignment system for supply chain management department cash flow report development for group consolidation migration data in sap export import data system development working with accurate accounting system compile and console report from all center input journal for daily transaction input journal from petty cash center report monthly input inventory to the system stock taking minimum once in month provide invoice to franchise owner provide student report to the hq provide financial report and analysis to hq reconcile bank mutation with student payment provide annual budget to hq in singapore provide income statement for each center provide expense summary for each department
39901;staff administrasi procurement junior arsitek;responsible for product sales and publications via online ig tokopedia google my business manage and maintain for the needs of the procurement of goods and services from tridiku company maintenance printing attribute stock and inventory achievement of successful negotiations with suppliers which reduction supply costs by from company standards responsible for all things designing including conceptual room function modelling visual rendering and approaching and dealing with client detailing budget cost building presenting design with clients to determine functional and spatial requirements of new structure fullfilment details of shop drawings for building development
39909;drafter;membuat gambar rencana pekerjaan membuat gambar perencanaan membuat prespektif dengan rendering membantu menyusun rencana anggaran biaya
39911;graphic designer staff;creating graphic design for advertising on social media ex instagram
39914;sales  sales  sales  sales  cmo ( credit marlketing officer) cmo ( credit marlketing officer) cmo ( credit marlketing officer) cmo ( credit marlketing officer);sales kanvas wifi first media mencari customer baru secara kanvasing di perumahan perumahan sekitar sidoarjo surabaya dan gresik melakukan promo via pameran dan buka stan di mall atay di area perumahan yg tentunya sudah ada izin dari pihak terkait sales kanvas wifi first media mencari customer baru secara kanvasing di perumahan perumahan sekitar sidoarjo surabaya dan gresik melakukan promo via pameran dan buka stan di mall atay di area perumahan yg tentunya sudah ada izin dari pihak terkait sales kanvas wifi first media mencari customer baru secara kanvasing di perumahan perumahan sekitar sidoarjo surabaya dan gresik melakukan promo via pameran dan buka stan di mall atay di area perumahan yg tentunya sudah ada izin dari pihak terkait sales kanvas wifi first media mencari customer baru secara kanvasing di perumahan perumahan sekitar sidoarjo surabaya dan gresik melakukan promo via pameran dan buka stan di mall atay di area perumahan yg tentunya sudah ada izin dari pihak terkait surveyor stan by di dealler mobil survey ke calon kreditur survey kelayakan pengajuan hasil surey ke credit analis melakukan atau menjalin kerja sama dengan dealer showroom mobil bekas surveyor stan by di dealler mobil survey ke calon kreditur survey kelayakan pengajuan hasil surey ke credit analis melakukan atau menjalin kerja sama dengan dealer showroom mobil bekas surveyor stan by di dealler mobil survey ke calon kreditur survey kelayakan pengajuan hasil surey ke credit analis melakukan atau menjalin kerja sama dengan dealer showroom mobil bekas surveyor stan by di dealler mobil survey ke calon kreditur survey kelayakan pengajuan hasil surey ke credit analis melakukan atau menjalin kerja sama dengan dealer showroom mobil bekas
39921;civil supervisor;mengawasi seluruh tahapan pengecoran terhadap pondasi tower selain itu menghandle permasalahan pondasi dan memastikan penyelesaian di lapangan dengan tepat dan sesuai dengan aturan terkait sni astm aci dsb serta mengkoordinasi kegiatan supervisi
39923;it staff;bertanggung jawab terhadap semua yang berhubungan dengan it di lingkungan hotel mulai dari software user hardware dan pendukung
39926;sekretaris admin in house staff keuangan ;memastikan seluruh dokumen disimpan dengan baik agar terhindar dari kerusakan melakukan pendistribusian dokumen kepada bagian yang berkepentingan melakukan up date dokumen apabila diperlukan dengan melakukan kordinasi dengan pihak yang berkepentingan memastikan dokumen disahkan sebelum di distribusikan membuat surat menyurat baik internal maupun eksternal menerima tamu dan menerima tagihan sebelum diteruskan ke divisi yang berkepentingan menginformasikan jadwal rapat dari atasan kepada seluruh staff menyiapkan keperluan management review meeting baik internal maupum eksternal elakukan tugas kesekretariatan lainnya berdasarkan instruksi atasan melakukan pengajuan budget untuk perjalanan dinas area bussines manager melakukan kegiatan keadminitrasian membuat surat tugas spg surat loading unloading untuk driver dan helper surat dokumentasi spg surat cuti surat ijin terlambat dan surat peringatan melakukan rekap absensi mengupdate data karyawan memegang uang kas kecil dan melakukan pembukuan setiap minggu pengajuan budget meeting tiap project melakukan tugas adminitrasi lainnya sesuai dengan instruksi atasan melakukan pelaporan kebutuhan kantor cabang ke kantor pusat jkt membuat pkwt karyawan baru menyiapkan dokumen yang dibutuhkan kantor pusat dll sebagai kasir loket yang menangani pembayaran pasien rawat inap dan rawat jalan sebagai penerima laporan dari ruangan perawat mengenai pemakaian ruangan oksigen kapan pasien harus operasi bagian mengurus pembayaran melalui asuransi
39928;telemarketing;follow up customer order maintainance good relation with customer finding new customer with database from office
39931;admin leader;to make sure the production activity is going well as the company standards
39935;legal supervisor legal supervisor;erapihkan dokumen dokumen dari awal pengajuan pembiayaan sampai proses akad kredit oordinasi ke bpn menganai keabsahan jaminan dan ke notaris eview perjajian kerjasama yg berkaitan dengan pembiayaan pihak ketiga dan pihak lainnya yg berkaitan dengan perusahan engurusan administrasi lelang dan proses lelang baik mulai masuk berkas sampai proses lelang di kpknl bekasi koordinasi pengikatan di notaris review asuransi cover sampai dengan terjamin man dan selesai erapihkan dokumen dokumen dari awal pengajuan pembiayaan sampai proses akad kredit oordinasi ke bpn menganai keabsahan jaminan dan ke notaris eview perjajian kerjasama yg berkaitan dengan pembiayaan pihak ketiga dan pihak lainnya yg berkaitan dengan perusahan engurusan administrasi lelang dan proses lelang baik mulai masuk berkas sampai proses lelang di kpknl bekasi koordinasi pengikatan di notaris review asuransi cover sampai dengan terjamin man dan selesai
39937;quality control project quality control project;monitor the project work process and check the quality of work with supervisors checklist with the client for quality and all problems quality of work results witness tests of materials materials that will be used in the execution of the work make an identification report about the work of the defect make monthly quality control report monitor the project work process and check the quality of work with supervisors checklist with the client for quality and all problems quality of work results witness tests of materials materials that will be used in the execution of the work make an identification report about the work of the defect make monthly quality control report
39939;customer service admin marketing associate agency manager;handling komplain pelanggan mengenai produk produk dari telkomsel menjalankan fungsi sesuai dengan standar pelayanan pt telkomsel dalam hal ini menganai produk knowlade proses dan sikap layanan standart performansi membuat laporan dan evaluasi aktivitas harian seperti pencapaian penjualan jumlah aktivitas dan laporan lain yang diperlukan meningkatkan penjualan dengan mencari customer baru menjaga hubungan baik dengan existing customer dan usaha usaha yang lain yang di perlukan untuk pencapaian target embuat report administrasi sepertu surat penawaran po so dan surat jalan memantau pengiriman bbm pesanan customer agar dapat sampai tepat waktu dan sesuai pesanan dalam hal quantity dan kualitasnya menjaga kelancaran pembayaran customer dan menindaklanjuti piutang yang belum dibayar yang sudah jatuh tempo memberikan penjelasan dan edukasi mengenai produk dan menjelaskan hak dan kewajiban nasabah menjaga hubungan baik dengan pemegang polis
39941;it specialist it supervisor;ensure it infrastructure run well build and maintenance company website create an email account for new user take care of server install and maintenance fingerprints install and maintenance networking responsible for the stability of all computer software and hardware control maintain the cleanliness of all computer monthly control of computer performance both in terms of system or hardware components looking for solutions with superior to improve effectiveness and efficiency in the it field provide solutions to the hardware difficulties that experienced by user collaborate with all divisions and find solutions to all computer hardware problems maintenance and update company website maintenance and update anti virus maintenance and service broken hardware add an email account for new users study new sources of it development participate in providing solutions to solve internal problems make monthly report directly to the manager it support target achievement make signs for projects run and maintenance siap contractor run and maintenance accurate program run and maintenance system integration iso sni iso sni iso ohsas
39943;staff it;
39944;customer care officer network operation control (noc) engineer on site (eos);job desk complaint handling for banking opening ticket for customer cases atm card block loss crime etc banking education for customer job desk complaint handling network monitoring vsat scpc broadband mpls via cacti nagios email mothly report performance network cacti nagios graph cross pole via telkom indosat measat jcsat for new vsat or vsat maintenance job desk division of government service segment military and police service network monitoring via mrtg complaint handling via email and monthly report performance network mrtg graph project astinet vsat vpn ip etc for badan sar nasional project bts metro etc for komisi pemberantasan korupsi division of government service segment government agency service network monitoring via mrtg complaint handling via email and monthly report performance network mrtg graph project astinet vpn ip etc for badan koordinasi penanaman modal division of enterprise service segment finance management service network monitoring via mrtg complaint handling via email and monthly report performance network mrtg graph project astinet vpn ip etc for pt federal international finance fif
39958;cashier cashier cashier pemandu part time pemandu part time pemandu part time barista parttime barista parttime barista parttime;kasir perbantuan event lebaran kasir perbantuan event lebaran kasir perbantuan event lebaran pemandu part time di pusat peragaan iptek science center taman mini indonesia indah pemandu part time di pusat peragaan iptek science center taman mini indonesia indah pemandu part time di pusat peragaan iptek science center taman mini indonesia indah barista di cafe co lab space surabaya barista di cafe co lab space surabaya barista di cafe co lab space surabaya
39965;project leader / responsible person;merupakan proyek pembuatan model kapal selam yang digunakan sebagai media pembelajaran di lembaga kodiklatal tni al surabaya menggunakan metode prototyping cepat untuk mempercepat proses produksi berdasarkan data cad kami membuat model kapal selam menggunakan solidworks dan autodesk fusion kami mencetaknya dengan printing dengan bahan pla kemudian kami mengumpulkan bagian demi bagian menjadi model nyata setelah itu kami menyelesaikan model dengan air brush menyerahkan bid rab submarine scale project ke kodiklatal tni alc buat mou agreement dengan perwakilan kodiklatal tni al melakukan tugas kerja berdasarkan kemampuan anggota tim membuat timeline kerja sesuai dengan tahapan produksi model skala kapal selam kelola seluruh proses produksi mulai dari pemodelan pencetakan hingga penyelesaian menetapkan standar dan toleransi di setiap segmen produksi lakukan evaluasi mingguan dan bulanan tentang efektivitas kinerja tim pengambilan keputusan dalam setiap masalah masalah produksi mengoptimalkan kinerja tim dan standar produksi menghire pekerja yang memiliki kompetensi dibagian pengecatan finishing berpartisipasi dalam seluruh proses produksi terutama di bagian finishing model skala kapal selam diselesaikan minggu sebelum batas waktu yang ditentukan sehingga kodiklatal tni al menambah pesanan berupa model kapal selam jenis nagapasa
39966;front office admin;morning shift mengecheck guest yang datang hari ini membuat reservasi untuk guest yang booking lewat online by phone call commerce untuk memastikan tamu yang akan datang pada hari ini call kamar tamu disaat jam am am untuk menanyakan untuk mengenai kamarnya apakah check out atau mau di extend membantu guest disaat untuk meminta password kalau sudah waktu pulang sudah tiba bisa offer handle ke shift selanjutnya afternoon shift mengecheck reservasi untuk customer yang akan check in besok memastikan tidak ada yang salah membuat laporan untuk guest yang datang hari ini dan akan di berikan kepada gm greeting customer asking what kind of problem offering welcome drink offering customers to teknisi offering customers about accessories input data about how many customer coming for today
39981;project support;membuat as built drawing membuat schedule project membuat laporan project mengawasi dan menyelesaikan project sesuai dengan schedule
